File_Name,Content,Category
5D58EAF1,similarity based retrieval of pictures using indices on spatial relationships,vldb
7B8BFB84,on executable models for rule based prototyping,icse
805E7E99,the systemic research on the enterprise production planning with guarantee period based on wagner whitin algorithm,icse
5DCF414B,parallel processing of recursive queries in distributed architectures,vldb
81CE856F,study on the method of visual navigation baseline identification and extraction of agricultural machinery,icse
7FC5FF18,supporting top k join queries in relational databases,vldb
81A04FD2,multimode communication gateway design in heterogeneous network environments intelligent distribution and utilization,icse
7B4D0179,mil primitives for querying a fragmented world,vldb
8047D726,answering queries using views a survey,vldb
06D2A47A,a conceptual model for semantic integrity checking,vldb
77C428EA,a perspective on software development,icse
5DBD659F,coral control relations and logic,vldb
5D5DDF94,facekit a database interface design toolkit,vldb
68FB5224,eager aggregation and lazy aggregation,vldb
5ECCED1B,a case study in applying a systematic method for cots selection,icse
0A75B6C3,plenary session software for space station,icse
81BF5CD2,software agents for e commerce data workflow management,icse
81953370,multi tier architecture water well monitoring system based on gprs,icse
803CA451,qfilter rewriting insecure xml queries to secure ones using non deterministic finite automata,vldb
803387F5,a culture centered multilevel software process cycle model,icse
081C6A38,event join optimization in temporal relational databases,vldb
7E28AEA6,learning to extract form labels,vldb
6981400C,xml enabled workflow management for e services across heterogeneous platforms,vldb
7943C611,brainware synergizing software systems and neural inputs,icse
5E9D4358,estimating the size of generalized transitive closures,vldb
75DA2B3A,delayering of gate poly in stack split gate memory structure,icse
5963AC40,optimization of relational schemas containing inclusion dependencies,vldb
5E007E61,challenges for global information systems,vldb
5D489046,hierarchical modular diagrams an approach to describe architectural designs,icse
7F2BD4FF,privacy preserving indexing of documents on the network,vldb
7B04E95E,efficient processing of top k spatial preference queries,vldb
833F50A1,saasfee scalable scientific workflow execution engine,vldb
80405843,on efficient spatial matching,vldb
5C916239,some experimental results on distributed join algorithms in a local network,vldb
5B1A708A,optimizing boolean expressions in object bases,vldb
04D13870,software engineering that matters to people abstract,icse
5FAF4FB2,temporal queries in olap,vldb
7C753F64,hybrid entity clustering using crowds and data,vldb
7BB22B07,an extreme learning machine based on quantum particle swarm optimization and its application in handwritten numeral recognition,icse
746F75EB,on index selection schemes for nested object hierarchies,vldb
7EE19A71,specifying collaborative software a proposal,icse
76349A49,trainees competency based assessment methods in cyber forensics education or training programmes a review,icse
7E2348DA,value based scheduling in real time database systems,vldb
8022CB16,privacy protection mechanisms for web service technology,icse
774DA124,fluent based web animation exploring goals for requirements validation,icse
790C22F7,on line water quality monitoring on brantas river east java indonesia,icse
77906906,lightweight vs heavyweight processes is this even the right question,icse
7D714986,answering queries from statistics and probabilistic views,vldb
59A1F94C,user extensions to the peterlee relational test vehicle,vldb
7F4767D2,dtl s dataspot database exploration using plain language,vldb
6768068,a simple solution for improving the effectiveness of traditional information retrieval systems,icse
5DDCD9B9,the design of the postgres storage system,vldb
5BEE7C25,investigation of algebraic query optimisation techniques for database programming languages,vldb
7877EBA6,dynamic maintenance of data distribution for selectivity estimation,vldb
818A926C,uml based regression testing for oo software,icse
8125387F,identifying program test and environmental changes that affect behaviour,icse
7F55CAD0,understanding iv v in a safety critical and complex evolutionary environment the nasa space shuttle program,icse
0929B048,provenance for web 2 0 data,vldb
8.17E+50,similarity search for web services,vldb
0A096C9E,large scale cohesive subgraphs discovery for social network visual analysis,vldb
8052C4B6,a case study of measuring process risk for early insights into software safety,icse
7DE14C3A,software engineering for safety a roadmap,icse
8140EFEA,update propagation strategies for improving the quality of data on the web,vldb
7BA9A783,constructing multi formalism state space analysis tools using rules to specify dynamic semantics of models,icse
58E0964E,robustness to crash in a distributed database a non shared memory multi processor approach,vldb
78215306,a culture of involving the vox populi for evolution of workforce policy,icse
7D26F7C9,lm a miner for scenario based specifications,icse
76AAE6DD,sors an effective svd dwt watermarking algorithm with svd on the revised singular value,icse
059DE54D,a new security framework for embedded component systems,icse
7E618CEE,mecc memory comparison based clone detector,icse
032C7653,a wrapper architecture for legacy data sources1,vldb
7D117B21,tricks and traps of initiating a product line concept in existing products,icse
589E0DA9,measuring the structural similarity of semistructured documents using entropy,vldb
81690C9A,staying fit efficient load shedding techniques for distributed stream processing,vldb
5D9B972F,database architecture optimized for the new bottleneck memory access,vldb
7DBA513D,on semantic reefs and efficient processing of correlation queries with aggregates,vldb
5B173D73,object fusion in mediator systems,vldb
5B4037DD,a database approach to modelling and managing security information,vldb
5E0E1672,l mrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,vldb
7526436E,how to make best use of cross company data in software effort estimation,icse
632095C7,access to objects by path expressions and rules,vldb
